Degree,C.elegans,Random,Norm
1,0.344403863501353,0.344403863501353,1
2,0.344403863501353,0.344403863501353,1
3,0.344403863501353,0.344403863501353,1
4,0.344403863501353,0.344403863501353,1
5,0.344403863501353,0.344403863501353,1
6,0.348885172798216,0.348885172798216,1
7,0.348885172798216,0.348885172798216,1
8,0.348885172798216,0.348885172798216,1
9,0.351148122376602,0.351125676191331,1.00006392635684
10,0.355696605696606,0.355651105651106,1.00012793449754
11,0.360290556900726,0.360244436757754,1.00012802458072
12,0.360290556900726,0.360244436757754,1.00012802458072
13,0.360290556900726,0.360244436757754,1.00012802458072
14,0.367273925528409,0.367203431718684,1.00019197481188
15,0.367273925528409,0.367203431718684,1.00019197481188
16,0.367273925528409,0.367203431718684,1.00019197481188
17,0.372031977091039,0.37188891540389,1.00038468930163
18,0.376887340301974,0.376645736546651,1.00064146154298
19,0.386975563629125,0.386403722689494,1.00147990535818
20,0.386975563629125,0.386403722689494,1.00147990535818
21,0.386975563629125,0.386403722689494,1.00147990535818
22,0.389657419241661,0.388868756735083,1.00202809429382
23,0.389657419241661,0.388868756735083,1.00202809429382
24,0.389657419241661,0.388868756735083,1.00202809429382
25,0.389657419241661,0.388868756735083,1.00202809429382
26,0.389657419241661,0.388868756735083,1.00202809429382
27,0.395005083884087,0.393748093543467,1.00319237187743
28,0.395005083884087,0.393748093543467,1.00319237187743
29,0.408498023715415,0.406260342555995,1.00550799801266
30,0.408498023715415,0.406260342555995,1.00550799801266
31,0.408498023715415,0.406260342555995,1.00550799801266
32,0.408498023715415,0.406260342555995,1.00550799801266
33,0.408498023715415,0.406260342555995,1.00550799801266
34,0.408498023715415,0.406260342555995,1.00550799801266
35,0.408498023715415,0.406260342555995,1.00550799801266
36,0.408498023715415,0.406260342555995,1.00550799801266
37,0.408498023715415,0.406260342555995,1.00550799801266
38,0.408498023715415,0.406260342555995,1.00550799801266
39,0.418561428261341,0.416204824180595,1.00566212581843
40,0.418561428261341,0.416204824180595,1.00566212581843
41,0.418561428261341,0.416204824180595,1.00566212581843
42,0.418561428261341,0.416204824180595,1.00566212581843
43,0.418561428261341,0.416204824180595,1.00566212581843
44,0.418561428261341,0.416204824180595,1.00566212581843
45,0.418561428261341,0.416204824180595,1.00566212581843
46,0.418561428261341,0.416204824180595,1.00566212581843
47,0.418561428261341,0.416204824180595,1.00566212581843
48,0.418561428261341,0.416204824180595,1.00566212581843
49,0.418561428261341,0.416204824180595,1.00566212581843
50,0.418561428261341,0.416204824180595,1.00566212581843
51,0.418561428261341,0.416204824180595,1.00566212581843
52,0.418561428261341,0.416204824180595,1.00566212581843
53,0.418561428261341,0.416204824180595,1.00566212581843
54,0.428321873777182,0.425732433338923,1.00608231892964
55,0.428321873777182,0.425732433338923,1.00608231892964
56,0.428321873777182,0.425732433338923,1.00608231892964
57,0.428321873777182,0.425732433338923,1.00608231892964
58,0.428321873777182,0.425732433338923,1.00608231892964
59,0.428321873777182,0.425732433338923,1.00608231892964
60,0.428321873777182,0.425732433338923,1.00608231892964
61,0.428321873777182,0.425732433338923,1.00608231892964
62,0.428321873777182,0.425732433338923,1.00608231892964
63,0.428321873777182,0.425732433338923,1.00608231892964
64,0.433040147538658,0.43036161157611,1.00622391935177
65,0.433040147538658,0.43036161157611,1.00622391935177
66,0.433040147538658,0.43036161157611,1.00622391935177
67,0.433040147538658,0.43036161157611,1.00622391935177
68,0.433040147538658,0.43036161157611,1.00622391935177
69,0.433040147538658,0.43036161157611,1.00622391935177
70,0.433040147538658,0.43036161157611,1.00622391935177
71,0.433040147538658,0.43036161157611,1.00622391935177
72,0.433040147538658,0.43036161157611,1.00622391935177
73,0.433040147538658,0.43036161157611,1.00622391935177
74,0.433040147538658,0.43036161157611,1.00622391935177
75,0.433040147538658,0.43036161157611,1.00622391935177
76,0.433040147538658,0.43036161157611,1.00622391935177
77,0.433040147538658,0.43036161157611,1.00622391935177
78,0.433040147538658,0.43036161157611,1.00622391935177
79,0.433040147538658,0.43036161157611,1.00622391935177
80,0.433040147538658,0.43036161157611,1.00622391935177
81,0.433040147538658,0.43036161157611,1.00622391935177
82,0.433040147538658,0.43036161157611,1.00622391935177
83,0.433040147538658,0.43036161157611,1.00622391935177
84,0.433040147538658,0.43036161157611,1.00622391935177
85,0.433040147538658,0.43036161157611,1.00622391935177
86,0.433040147538658,0.43036161157611,1.00622391935177
87,0.433040147538658,0.43036161157611,1.00622391935177
88,0.433040147538658,0.43036161157611,1.00622391935177
89,0.433040147538658,0.43036161157611,1.00622391935177
90,0.433040147538658,0.43036161157611,1.00622391935177
91,0.433040147538658,0.43036161157611,1.00622391935177
92,0.433040147538658,0.43036161157611,1.00622391935177
93,0.433040147538658,0.43036161157611,1.00622391935177
94,0.433040147538658,0.43036161157611,1.00622391935177
95,0.433040147538658,0.43036161157611,1.00622391935177
96,0.434948542024014,0.432254716981132,1.00623203157086
97,0.434948542024014,0.432254716981132,1.00623203157086
98,0.434948542024014,0.432254716981132,1.00623203157086
99,0.460728514513375,0.457916271422248,1.00614139148712
100,0.460728514513375,0.457916271422248,1.00614139148712
101,0.467110376991838,0.46418269853608,1.00630716841664
102,0.475694212111074,0.47273837403814,1.00625258755215
103,0.475694212111074,0.47273837403814,1.00625258755215
104,0.475694212111074,0.47273837403814,1.00625258755215
105,0.475694212111074,0.47273837403814,1.00625258755215
106,0.475694212111074,0.47273837403814,1.00625258755215
107,0.475694212111074,0.47273837403814,1.00625258755215
108,0.488748637530326,0.485553426391477,1.00658055522869
109,0.488748637530326,0.485553426391477,1.00658055522869
110,0.488748637530326,0.485553426391477,1.00658055522869
111,0.488748637530326,0.485553426391477,1.00658055522869
112,0.488748637530326,0.485553426391477,1.00658055522869
113,0.488748637530326,0.485553426391477,1.00658055522869
114,0.488748637530326,0.485553426391477,1.00658055522869
115,0.488748637530326,0.485553426391477,1.00658055522869
116,0.488748637530326,0.485553426391477,1.00658055522869
117,0.508055712403539,0.503561264822134,1.00892532427607
118,0.508055712403539,0.503561264822134,1.00892532427607
119,0.512430092698996,0.508028039531142,1.00866498072019
120,0.512430092698996,0.508028039531142,1.00866498072019
121,0.515205966457995,0.510288468969781,1.00963670117442
122,0.515205966457995,0.510288468969781,1.00963670117442
123,0.517816069548945,0.512613933179993,1.01014825394363
124,0.517816069548945,0.512613933179993,1.01014825394363
125,0.525484465086483,0.519304332158873,1.01190079216539
126,0.525484465086483,0.519304332158873,1.01190079216539
127,0.525484465086483,0.519304332158873,1.01190079216539
128,0.544293712316968,0.537821705426357,1.01203374059714
129,0.544293712316968,0.537821705426357,1.01203374059714
130,0.544293712316968,0.537821705426357,1.01203374059714
131,0.544293712316968,0.537821705426357,1.01203374059714
132,0.553630510596441,0.547336582312439,1.01149919169921
133,0.553630510596441,0.547336582312439,1.01149919169921
134,0.553630510596441,0.547336582312439,1.01149919169921
135,0.553630510596441,0.547336582312439,1.01149919169921
136,0.553630510596441,0.547336582312439,1.01149919169921
137,0.553630510596441,0.547336582312439,1.01149919169921
138,0.553630510596441,0.547336582312439,1.01149919169921
139,0.553630510596441,0.547336582312439,1.01149919169921
140,0.553630510596441,0.547336582312439,1.01149919169921
141,0.558282068808385,0.551837548416496,1.01167829266128
142,0.56328966926793,0.55637077294686,1.01243576524414
143,0.56328966926793,0.55637077294686,1.01243576524414
144,0.56328966926793,0.55637077294686,1.01243576524414
145,0.56328966926793,0.55637077294686,1.01243576524414
146,0.571935670820052,0.56540084999517,1.01155785461755
147,0.571935670820052,0.56540084999517,1.01155785461755
148,0.571935670820052,0.56540084999517,1.01155785461755
149,0.576350918673957,0.569925126841042,1.01127480002247
150,0.576350918673957,0.569925126841042,1.01127480002247
151,0.576350918673957,0.569925126841042,1.01127480002247
152,0.578432835820896,0.572151741293532,1.01097802221691
153,0.578432835820896,0.572151741293532,1.01097802221691
