Degree,C.elegans,Random,Norm
1,0.302039559085609,0.302039559085609,1
2,0.302039559085609,0.302039559085609,1
3,0.302039559085609,0.302039559085609,1
4,0.302039559085609,0.302039559085609,1
5,0.302039559085609,0.302039559085609,1
6,0.309967685806612,0.309945088468578,1.00007290755322
7,0.309967685806612,0.309945088468578,1.00007290755322
8,0.309967685806612,0.309945088468578,1.00007290755322
9,0.311982436982437,0.311936936936937,1.00014586296175
10,0.311982436982437,0.311936936936937,1.00014586296175
11,0.315980629539952,0.315934509396979,1.00014598007372
12,0.315980629539952,0.315934509396979,1.00014598007372
13,0.315980629539952,0.315934509396979,1.00014598007372
14,0.322047262627689,0.321976768817964,1.00021894067073
15,0.326202123851569,0.326083044982699,1.00036517957834
16,0.326202123851569,0.326083044982699,1.00036517957834
17,0.330466027874564,0.330224666085946,1.00073090175691
18,0.330466027874564,0.330224666085946,1.00073090175691
19,0.33923505698502,0.338664086995471,1.00168594785061
20,0.33923505698502,0.338664086995471,1.00168594785061
21,0.34354256581106,0.342963958506852,1.00168707903515
22,0.348323092677931,0.347327828981055,1.00286548791612
23,0.348323092677931,0.347327828981055,1.00286548791612
24,0.355778789305708,0.353964448281274,1.00512577190518
25,0.358313570487484,0.356209749670619,1.00590612923652
26,0.358313570487484,0.356209749670619,1.00590612923652
27,0.358313570487484,0.356209749670619,1.00590612923652
28,0.358313570487484,0.356209749670619,1.00590612923652
29,0.358313570487484,0.356209749670619,1.00590612923652
30,0.358313570487484,0.356209749670619,1.00590612923652
31,0.358313570487484,0.356209749670619,1.00590612923652
32,0.358313570487484,0.356209749670619,1.00590612923652
33,0.358313570487484,0.356209749670619,1.00590612923652
34,0.358313570487484,0.356209749670619,1.00590612923652
35,0.358313570487484,0.356209749670619,1.00590612923652
36,0.358313570487484,0.356209749670619,1.00590612923652
37,0.362583888131333,0.360450522713296,1.00591860819615
38,0.362583888131333,0.360450522713296,1.00591860819615
39,0.366887345344042,0.364724739526807,1.00592941904638
40,0.366887345344042,0.364724739526807,1.00592941904638
41,0.366887345344042,0.364724739526807,1.00592941904638
42,0.366887345344042,0.364724739526807,1.00592941904638
43,0.366887345344042,0.364724739526807,1.00592941904638
44,0.366887345344042,0.364724739526807,1.00592941904638
45,0.366887345344042,0.364724739526807,1.00592941904638
46,0.366887345344042,0.364724739526807,1.00592941904638
47,0.366887345344042,0.364724739526807,1.00592941904638
48,0.366887345344042,0.364724739526807,1.00592941904638
49,0.366887345344042,0.364724739526807,1.00592941904638
50,0.375314439040751,0.372928196098161,1.00639866592968
51,0.377418264763031,0.375018585790318,1.00639882678789
52,0.377418264763031,0.375018585790318,1.00639882678789
53,0.377418264763031,0.375018585790318,1.00639882678789
54,0.377418264763031,0.375018585790318,1.00639882678789
55,0.377418264763031,0.375018585790318,1.00639882678789
56,0.377418264763031,0.375018585790318,1.00639882678789
57,0.377418264763031,0.375018585790318,1.00639882678789
58,0.377418264763031,0.375018585790318,1.00639882678789
59,0.377418264763031,0.375018585790318,1.00639882678789
60,0.377418264763031,0.375018585790318,1.00639882678789
61,0.377418264763031,0.375018585790318,1.00639882678789
62,0.377418264763031,0.375018585790318,1.00639882678789
63,0.377418264763031,0.375018585790318,1.00639882678789
64,0.381375071469411,0.378892510005718,1.00655215238659
65,0.381375071469411,0.378892510005718,1.00655215238659
66,0.381375071469411,0.378892510005718,1.00655215238659
67,0.381375071469411,0.378892510005718,1.00655215238659
68,0.383295886622883,0.380800207397166,1.00655377590988
69,0.383295886622883,0.380800207397166,1.00655377590988
70,0.383295886622883,0.380800207397166,1.00655377590988
71,0.383295886622883,0.380800207397166,1.00655377590988
72,0.383295886622883,0.380800207397166,1.00655377590988
